ABJQ,"Household final consumption expenditure: National concept CP SA £m",SA,0,CURR,0,PN2
ABJR,"Household final consumption expenditure :National concept CVM SA - £m",SA,2010,CONS,0,PN2
ABMF,"Total gross final expenditure (aligned) - P.3+P.5+P.6 : CP SA £m",SA,0,CURR,0,PN2
ABMG,"Total gross final expenditure (aligned) - P.3+P.5+P.6 : CVM SA £m",SA,2010,CONS,0,PN2
ABMI,"Gross Domestic Product: chained volume measures: Seasonally adjusted £m",SA,2010,CONS,0,PN2
ABML,"Gross Value Added (Average) at basic prices: CP SA £m",SA,0,CURR,0,PN2
ABMM,"Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m",SA,2010,CONS,0,PN2
ABTF,"Household final consumption expenditure: Net tourist expenditure CP SA £m",SA,0,CURR,0,PN2
ABTH,"Household final consumption expenditure :Net tourist expenditure CVM NAYear SA £",SA,2010,CONS,0,PN2
BOKG,"BOP:EX:SA:Total Trade in Goods £M £m",SA,0,CURR,0,PN2
BOKH,"BOP:IM:SA:Total Trade in Goods £M £m",SA,0,CURR,0,PN2
BOKI,"BOP:Balance:SA:Total Trade in Goods £M £m",SA,0,CURR,0,PN2
BQKO,"BOP:IM:CVM:SA:Total Trade in Goods £m",SA,2010,CONS,0,PN2
BQKQ,"BOP:EX:CVM:SA:Total Trade in Goods £m",SA,2010,CONS,0,PN2
CAEQ,"Gross Operating Surplus: NFCos: Public: Current price: SA £m",SA,0,CURR,0,PN2
CAER,"Gross Operating Surplus: NFCos: Private: Current price: SA £m",SA,0,CURR,0,PN2
CAEX,"Changes in inventories (CP SA) including alignment adjustment £m",SA,0,CURR,0,PN2
CAFU,"Changes in inventories including alignment adjustment - CVM NAYear SA £m",SA,2010,CONS,0,PN2
CAGQ,"Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m",SA,0,CURR,0,PN2
CAGR,"Gross Domestic Product (Expenditure) chained volume measure SA £m",SA,2010,CONS,0,PN2
CAGS,"Gross Domestic Product (Income) current basic prices: aligned: SA £m",SA,0,CURR,0,PN2
CGBV,"Gross Value Added at basic prices: Implied deflator £m",SA,2010,DEFL,2010,PN2
CGBX,"Income based: Other income: CP SA £m",SA,0,CURR,0,PN2
CGBZ,"Income based: Gross operating surplus of corporations : Total: CP SA £m",SA,0,CURR,0,PN2
CGCB,"Income based: Gross value added at factor cost: CP SA £m",SA,0,CURR,0,PN2
CGCE,"Gross value added at basic prices: CVM: Seasonally adjusted £m",SA,2010,CONS,2010,PN2
CMVL,"whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m",SA,0,CURR,0,PN2
DFDV,"Gross Fixed Capital Formation:Total Economy:: Dwellings: D0-9:CVM NSA £m",NSA,2010,CONS,0,PN2
DFEG,"Gross Fixed Capital Formation:Total Economy: Dwellings: D0-9:CVM SA £m",SA,2010,CONS,0,PN2
DHBM,"CII: VPI:Manufacturing Total: CVM SA £m",SA,2010,CONS,0,PN2
DJDS,"National accounts residual error: CP: SA: £m",SA,0,CURR,0,PN2
DLWF,"Gross Fixed Capital Formation:Total General Government P51:CVM SA: £m",SA,2010,CONS,0,PN2
DLWJ,"Gross Fixed Capital Formation: Vehicles, Ships & Aircraft: CVM NSA: £m",NSA,2010,CONS,0,PN2
DLWL,"Gross Fixed Capital Formation: Vehicles, Ships & Aircraft: CVM SA: £m",SA,2010,CONS,0,PN2
