CGDA,"UK: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGLK,"UK: AN.1111 Dwellings £m",NSA,0,CURR,0,NBS
CGMP,"UK: AN.1114 Cultivated assets £m",NSA,0,CURR,0,NBS
CGMU,"UK: AN.11121 Non-residential buildings £m",NSA,0,CURR,0,NBS
CGQZ,"UK: AN.11122 Other structures £m",NSA,0,CURR,0,NBS
CGRA,"UK: AN.11132 Plant and machinery £m",NSA,0,CURR,0,NBS
CGRB,"UK: AN.11131 Transport equipment £m",NSA,0,CURR,0,NBS
CGRC,"Household & NPISHs: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRD,"UK: AN.12 Inventories £m",NSA,0,CURR,0,NBS
CGRG,"UK: AN.1129 Other intangible fixed assets £m",NSA,0,CURR,0,NBS
CGRI,"Households & NPISHs: AN.1111 Dwellings £m",NSA,0,CURR,0,NBS
CGRJ,"Households & NPISHs: AN.1114 Cultivated assets £m",NSA,0,CURR,0,NBS
CGRK,"Households & NPISHs: AN.11121 Non-residential buildings £m",NSA,0,CURR,0,NBS
CGRL,"Households & NPISHs: AN.11122 Other structures £m",NSA,0,CURR,0,NBS
CGRM,"Households & NPISHs: AN.11132 Plant and machinery £m",NSA,0,CURR,0,NBS
CGRN,"Households & NPISHs: AN.11131 Transport equipment £m",NSA,0,CURR,0,NBS
CGRO,"Households & NPISHs: AN.12 Inventories £m",NSA,0,CURR,0,NBS
CGRS,"Households & NPISHs: AN.1129 Other intangible fixed assets £m",NSA,0,CURR,0,NBS
CGRU,"Financial corporations: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRV,"Non-financial corporations: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRW,"Public non-financial corporations: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRX,"General Government: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRY,"Central government: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGRZ,"Local Government: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGSA,"Public Sector: AF Total financial assets/liabilities £m",NSA,0,CURR,0,NBS
CGTY,"Public Sector: B.90 Total net worth £m",NSA,0,CURR,0,NBS
CGUD,"Financial corporations: AN.1111 Dwellings £m",NSA,0,CURR,0,NBS
CGUE,"Financial corporations: AN.1114 Cultivated assets £m",NSA,0,CURR,0,NBS
CGUF,"Financial corporations: AN.11121 Non-residential buildings £m",NSA,0,CURR,0,NBS
CGUG,"Financial corporations: AN.11122 Other structures £m",NSA,0,CURR,0,NBS
CGUH,"Financial corporations: AN.11132 Plant and machinery £m",NSA,0,CURR,0,NBS
CGUI,"Financial corporations: AN.11131 Transport equipment £m",NSA,0,CURR,0,NBS
CGUO,"Financial corporations: AN.12 Inventories £m",NSA,0,CURR,0,NBS
CGUR,"Financial corporations: AN.1129 Other intangible fixed assets £m",NSA,0,CURR,0,NBS
CGUT,"Non-financial corporations: AN.1111 Dwellings £m",NSA,0,CURR,0,NBS
CGUU,"Non-financial corporations: AN.1114 Cultivated assets £m",NSA,0,CURR,0,NBS
CGUV,"Non-financial corporations: AN.11121 Non-residential buildings £m",NSA,0,CURR,0,NBS
CGUW,"Non-financial corporations: AN.11122 Other structures £m",NSA,0,CURR,0,NBS
CGUX,"Non-financial corporatons: AN.11132 Plant and machinery £m",NSA,0,CURR,0,NBS
CGUY,"Non-financial corporations: AN.11131 Transport equipment £m",NSA,0,CURR,0,NBS
CGUZ,"Non-financial corporations: AN.12 Inventories £m",NSA,0,CURR,0,NBS
CGVC,"Non-financial corporations: AN.1129 Other intangible fixed assets £m",NSA,0,CURR,0,NBS
CGVF,"Public non-financial corporations: AN.1111 Dwellings £m",NSA,0,CURR,0,NBS
CGVG,"Public non-financial corporations: AN.1114 Cultivated assets £m",NSA,0,CURR,0,NBS
CGVH,"Public non-financial corporations: AN.11121 Non-residential buildings £m",NSA,0,CURR,0,NBS
CGVI,"Public non-financial corporations: AN.11122 Other structures £m",NSA,0,CURR,0,NBS
CGVJ,"Public non-financial corporations: AN.11132 Plant and machinery £m",NSA,0,CURR,0,NBS
CGVK,"Public non-financial corporations: AN.11131 Transport equipment £m",NSA,0,CURR,0,NBS
CGVL,"Public non-financial corporations: AN.12 Inventories £m",NSA,0,CURR,0,NBS
