A4FK,"ESA:PC:LIFLOW:Currency and deposits",NSA,0,CURR,0,BB
A4VR,"ESA95: NF: LI:FLOW:Currency and deposits",NSA,0,CURR,0,BB
A4VS,"ESA95: NF: LI:FLOW: F29 Other deposits",NSA,0,CURR,0,BB
AAXJ,"General govt : subsidies",NSA,0,CURR,0,BB
ABME,"Total gross final expenditure (unaligned) - P.3+P.5+P.6:CVM NSA £m",NSA,2010,CONS,0,BB
ABMI,"Gross Domestic Product: chained volume measures: Seasonally adjusted £m",SA,2010,CONS,0,BB
ABKX,"Total Final Consumption Expenditure (NSA CVM)",NSA,2010,CONS,0,BB
ABML,"Gross Value Added (Average) at basic prices: CP SA £m",SA,0,CURR,0,BB
ABKW,"UK: Total Final Consumption Expenditure: CP NSA",NSA,0,CURR,0,BB
ABMM,"Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m",SA,2010,CONS,0,BB
ABTA,"Household final consumption expenditure: UK tourist expenditure abroad CP NSA",NSA,0,CURR,0,BB
ACCD,"Central Government: Consolidated Fund Cash receipts from IR: Corporation Tax: £m",NSA,0,CURR,0,BB
ABMP,"Gross Capital Formation: Changes in Inventories: CP NSA £m",NSA,0,CURR,0,BB
ABMQ,"Changes in Inventories CVM NSA £m",NSA,2010,CONS,0,BB
ABTC,"Household final consumption expenditure :UK tourist expenditure abroad CVM NSA",NSA,2010,CONS,0,BB
AIIH,"Central Government: Compulsory social contributions receivable: £m: CPNSA",NSA,0,CURR,0,BB
ABNU,"Final Consumption Expenditure of NPISHs: CVM NSA £m",NSA,2010,CONS,0,BB
ABNV,"Final Consumption Expenditure: NPISHs: Current price NSA £m",NSA,0,CURR,0,BB
ABPB,"Household final consumption expenditure: National concept CP NSA £m",NSA,0,CURR,0,BB
ABPF,"Household final consumption expenditure :National concept CVM NAYear NSA £m",NSA,2010,CONS,0,BB
CAER,"Gross Operating Surplus: NFCos: Private: Current price: SA £m",SA,0,CURR,0,BB
ABMX,"Gross National Income: Current price: NSA",NSA,0,CURR,0,BB
ABZW,"01.1 Food CP NSA",NSA,0,CURR,0,BB
ADFK,"01.2 Non-alcoholic beverages CP NSA",NSA,0,CURR,0,BB
ABNF,"Gross Operating Surplus: Total: CP NSA",NSA,0,CURR,0,BB
ADFM,"02.1 Alcoholic beverages (off trade) CP NSA",NSA,0,CURR,0,BB
ADFN,"02.2 Tobacco CP NSA",NSA,0,CURR,0,BB
ADFQ,"03.1 Clothing CP NSA",NSA,0,CURR,0,BB
ADFR,"03.2 Footwear CP NSA",NSA,0,CURR,0,BB
ABQI,"Household final consumption expenditure: Domestic concept CP NSA",NSA,0,CURR,0,BB
ACDN,"Customs & Excise : other receipts £m",NSA,0,CURR,0,BB
CGCE,"Gross value added at basic prices: CVM: Seasonally adjusted £m",SA,2010,CONS,2010,BB
ABQJ,"Household final consumption expenditure :Domestic concept CVM NAYear NSA",NSA,2010,CONS,0,BB
ACHH,"Central govt : social security benefits - National Insurance Fund",NSA,0,CURR,0,BB
ADFT,"04.1 Actual rentals for housing CP NSA",NSA,0,CURR,0,BB
ADFU,"04.2 Imputed rentals for housing CP NSA",NSA,0,CURR,0,BB
DFDV,"Gross Fixed Capital Formation:Total Economy:: Dwellings: D0-9:CVM NSA £m",NSA,2010,CONS,0,BB
ADAL,"LA : current grants to persons £m NSA CP",NSA,0,CURR,0,BB
ADFV,"04.3 Maintenance and repair of the dwelling CP NSA",NSA,0,CURR,0,BB
ADFW,"04.4 Water supply and miscellaneous services CP NSA",NSA,0,CURR,0,BB
ADFX,"04.5 Electricity; gas and other fuels CP NSA",NSA,0,CURR,0,BB
ADFZ,"05.1 Furniture and furnishings; carpets and other floor coverings CP NSA",NSA,0,CURR,0,BB
DLWJ,"Gross Fixed Capital Formation: Vehicles, Ships & Aircraft: CVM NSA: £m",NSA,2010,CONS,0,BB
ABZV,"01 Food and non-alcoholic beverages CP NSA",NSA,0,CURR,0,BB
ADGG,"05.2 Household textiles CP NSA",NSA,0,CURR,0,BB
ADGL,"05.3 Household appliances CP NSA",NSA,0,CURR,0,BB
DLWM,"Gross Fixed Capital Formation: Plant & Machinery: CVM NSA: £m",NSA,2010,CONS,0,BB
ADAK,"Local Government : Total subsidies and subsidy for equity injection into HRA",NSA,0,CURR,0,BB
ADGM,"05.4 Glassware CP NSA",NSA,0,CURR,0,BB
ADFL,"02 Alcoholic beverages and tobacco CP NSA",NSA,0,CURR,0,BB
ADGN,"05.5 Tools and equipment for house and garden CP NSA",NSA,0,CURR,0,BB
ADFP,"03 Clothing and footwear CP NSA",NSA,0,CURR,0,BB
ADGO,"05.6 Goods and services for routine household maintenance CP NSA",NSA,0,CURR,0,BB
