,DMRJ,DMRK,DMRL,DMRM,DMRN,DMRO,DMRP,DMRQ,DMRR,DMRS,DMSC,DMSM,DMSN,DMSO,DMSP,DMSQ,DMSR,DMSS,DMST,DMSX,DMSY,DMSZ,GLBA,GLBB,GLBC,GLBK,GLBL,GLBM,GLBN,GLBO,GLBP,GLBQ,GLBR,GLBS,GLBT,GLBU,GLBV,GLCA,GLCB,GLCC,GLCD,GLCE,GLCF,GLCG,GLCH,GLCI,GLCJ,GLCK,GLCL,GLCM,GLCN,GLCO,GLCU,GLCV,GLCW,GLCX,GLCY,GLCZ,GLDA,GLDB,GLDC,GLDD,GLDE,GLDF,GLDG,GLDH,GLDI,GLDJ,GLDK,GLDL,GLDM,GLDN,GLDO,LLAA
"1979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,
"1980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,
"1981",,,,,,,,,,,,,,,,,,,,,,,6021,,,1243,3792,816,170,,,,,,,,,2980,2469,31,104,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1982",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1983",,,,,,,,,,,,,,,,,,,,,,,6664,,,1357,4163,950,194,,,,,,,,,3299,2766,33,109,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1984",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1985",,,,,,,,,,0,,,,,,,0,0,,,,,7842,,,1457,5005,1170,210,,,,,,,,,3255,3644,51,256,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1986",,,,,,,,,,0,,,,,,,0,0,,,,,8477,,,1212,5804,1288,172,,,,,,,,,3357,4045,55,234,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1987",,,,,,,,,,0,,,,,,,0,0,,,,,9045,,,1264,6159,1460,162,,,,,,,,,3453,4460,66,246,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1988",,,,,,,,,,0,,,,,,,0,0,,,,,9830,,,1360,6717,1575,179,,,,,,,,,3458,5115,78,267,912,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
"1989",,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,10904,8298,2607,1603,7416,1689,197,743,5700,1664,190,859,1715,25,7,3894,5530,82,285,1113,2107,5025,82,275,807,1786,505,0,9,306,,,,,,,,,,,,,,,,,,,,,,
"1990",,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,11800,9170,2630,1638,8054,1873,235,808,6306,1833,223,830,1748,40,12,4091,5885,86,339,1398,2356,5399,86,337,993,1735,487,0,2,405,,,,,,,,,,,,,,,,,,,,,,
"1991",,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,12027,9672,2355,1946,7842,2020,220,1087,6390,1983,212,858,1452,37,8,4206,5939,92,371,1419,2713,5450,92,369,1049,1493,489,0,3,370,,,,,,,,,,,,,,,,,,,,,,
"1992",,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,12365,10299,2066,1846,8167,2129,223,1214,6785,2084,216,632,1382,45,7,4115,6325,99,418,1407,2845,5837,99,416,1101,1271,488,0,2,306,1568,1493,1021,33,375,1,97,0,2,194,165,5926,41,47,246,0,125,37,129,1220,21,
"1993",,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,13189,11107,2082,1928,8717,2312,232,1251,7376,2259,221,677,1342,53,11,4237,6815,103,477,1558,2899,6389,103,471,1245,1337,425,0,6,314,1633,1602,966,36,353,1,100,0,2,214,176,6383,42,39,283,26,130,42,151,1343,22,
"1994",,0,,,0,,,,,0,0,0,,,,,0,0,,0,0,0,13684,11557,2127,2051,8842,2623,168,1403,7422,2573,159,648,1420,50,9,4479,6886,116,514,1689,3182,6416,116,512,1332,1297,471,0,2,358,1742,1801,910,26,304,2,112,0,1,196,157,6503,31,47,354,19,94,64,199,1410,16,
"1995",11,0,83,398,0,3,36,28,33,581,574,8,651,1018,8,9,1078,1018,134,1078,1018,0,14034,11901,2133,1462,9116,2696,177,789,7725,2635,177,673,1391,61,0,2514,6765,119,511,2029,1128,6374,119,511,1673,1386,391,0,0,356,1306,161,946,18,165,0,114,0,1,105,170,6422,32,5,376,3,99,35,206,1738,17,
"1996",11,0,77,391,0,3,35,29,40,575,570,5,671,1027,9,29,1112,1027,139,1092,1027,0,14447,12237,2210,1553,9297,2792,230,768,7937,2732,230,785,1360,60,0,2542,6784,121,545,2316,1043,6381,120,545,2008,1499,402,0,0,308,1423,157,833,51,171,1,116,0,1,96,188,6432,32,7,406,5,99,15,226,2018,17,
"1997",20,0,78,405,0,3,37,28,38,590,582,8,691,1033,8,32,1156,1033,119,1156,1033,0,14687,12494,2194,1403,9556,2893,245,722,8112,2832,245,681,1443,61,0,2403,7275,123,578,2119,983,6832,123,578,1789,1420,443,0,0,330,1204,161,907,52,236,0,118,0,1,158,205,6840,35,6,437,1,107,14,248,1800,19,
"1998",6,0,76,398,0,6,38,35,39,591,585,7,697,1085,6,33,1139,1085,128,1139,1085,0,15503,13174,2329,1471,10133,3040,268,742,8600,2980,268,729,1533,60,0,2606,7331,130,621,2590,1090,6908,130,621,2199,1516,423,0,0,390,1201,177,1089,63,141,1,122,0,1,234,221,6800,38,11,463,0,113,18,275,2238,21,
"1999",6,0,78,422,0,6,48,32,36,622,618,5,743,1157,5,37,1211,1157,109,1211,1157,0,16978,14476,2502,1464,11302,3324,266,704,9626,3262,266,759,1675,62,0,2722,8137,143,701,2908,1114,7728,142,701,2423,1607,409,0,0,485,1194,258,1152,39,167,0,135,0,2,231,242,7574,42,15,525,1,128,17,265,2570,20,
"2000",6,0,102,411,0,8,35,51,40,647,643,4,860,1276,3,37,1317,1276,122,1317,1276,0,17736,15106,2630,1593,11510,3691,296,699,9838,3630,296,894,1671,61,0,2779,8559,160,815,2830,1099,8084,160,815,2355,1680,475,0,0,475,1355,266,1011,46,187,0,150,0,2,198,259,8023,44,17,598,3,146,16,282,2470,21,719
"2001",7,0,148,389,0,9,37,53,39,674,669,5,1051,1474,11,55,1512,1474,122,1512,1474,0,18547,16424,2123,1160,12239,4149,325,746,10580,4104,325,414,1659,45,0,2299,8499,184,889,3691,1090,8033,184,889,3244,1208,467,0,0,447,937,237,935,42,169,1,172,0,2,191,250,7978,43,11,660,4,161,13,304,3311,23,867
"2002",7,0,150,413,0,10,36,61,44,713,708,6,1226,1626,8,58,1713,1626,149,1713,1626,0,19243,17272,1971,1053,12484,4618,374,771,10839,4581,374,283,1645,37,0,2215,8384,208,962,4135,1258,7926,208,962,3578,956,458,0,0,556,871,252,873,69,178,1,194,0,2,147,257,7900,44,11,714,4,174,17,348,3699,26,1256
"2003",6,0,127,539,0,10,37,64,48,825,819,6,1333,1665,8,61,1947,1665,204,1947,1665,0,19727,17603,2124,1243,12505,4785,369,869,10800,4746,369,374,1706,38,0,2650,8287,218,931,4029,1507,7879,218,931,3456,1143,407,0,0,574,1064,226,1157,76,371,1,201,0,6,143,247,7790,70,14,747,3,103,15,365,3548,53,1286
"2004",3,0,120,630,0,10,37,78,54,930,923,7,1354,1804,9,88,2084,1804,220,2084,1804,0,20242,17802,2440,1240,12662,5004,406,889,10623,4960,406,351,2039,44,0,2778,8914,229,961,3472,1301,8476,229,961,2948,1477,439,0,0,524,1053,242,1280,82,428,1,212,0,6,158,243,8407,69,11,761,6,105,15,388,2958,57,1424
"2005",2,0,102,778,0,16,35,57,63,1051,1046,4,1674,1928,10,109,2574,1928,244,2574,1928,0,22106,19255,2851,1238,13734,5580,502,882,11288,5538,502,357,2446,43,0,2584,9580,266,1022,4152,1299,8963,266,1022,3203,1285,616,0,0,949,1023,265,1091,104,365,1,241,0,8,191,256,9046,51,5,783,2,175,16,431,3584,57,1780
"2006",2,0,98,788,0,20,31,60,64,1061,1057,4,1787,2085,7,126,2709,2085,221,2709,2085,0,22993,20416,2577,1252,14144,6022,513,895,11975,5976,513,357,2169,46,0,2531,10377,288,1076,3927,1281,9646,288,1076,3331,1250,730,0,0,597,1034,274,1053,71,310,1,259,0,8,179,289,9820,57,5,825,2,184,32,503,3262,67,1769
"2007",29,0,98,782,0,16,31,57,50,1034,1034,0,1667,2234,3,61,2543,2234,244,2543,2234,0,24696,21963,2732,1320,15676,6119,546,1042,13269,6080,539,279,2407,39,8,2581,11519,284,1153,4382,1421,10603,284,1153,3726,1160,916,0,0,657,1031,234,1069,149,461,1,258,0,8,181,296,10953,58,5,880,15,196,74,549,3636,73,1890
"2008",30,0,86,770,0,21,32,76,57,1041,1041,0,1863,2227,2,100,2765,2227,303,2765,2227,0,25345,22945,2399,1348,15814,6545,595,1087,13718,6505,595,262,2097,40,1,2703,11511,303,1247,4589,1577,10775,303,1247,4054,1126,737,0,0,536,1080,276,1133,128,643,1,273,0,9,155,312,10951,62,6,947,7,211,77,648,3721,86,2347
"2009",33,0,79,811,0,13,38,96,60,1097,1097,0,1940,2395,5,120,2908,2395,331,2908,2395,0,25632,23424,2208,1406,15532,6931,666,1119,13648,6894,666,288,1884,36,0,2939,11362,314,1279,4436,1690,10659,314,1279,4180,1249,703,0,0,256,1043,327,1320,170,586,1,291,0,9,244,279,10746,55,7,958,4,214,79,741,3458,98,2307
"2010",46,0,94,868,0,17,29,74,57,1141,1141,0,1948,2303,3,93,2958,2303,338,2958,2303,0,26173,24255,1918,1372,16045,6963,652,1146,14392,6925,651,226,1653,38,1,3044,11443,315,1267,4842,1838,10945,315,1267,4628,1206,498,0,0,214,1019,357,1403,170,338,1,288,0,9,215,294,10847,58,6,968,3,216,85,805,3789,107,2429
"2011",47,0,86,819,0,11,26,47,51,1040,1040,0,1979,2257,11,86,2942,2257,188,2942,2257,0,27459,25495,1964,1321,17468,7133,496,1164,15699,7098,494,158,1769,35,2,3028,12498,317,1279,5136,1772,11992,317,1253,4962,1257,506,0,26,174,969,410,1495,68,531,2,290,0,14,203,284,11900,85,3,987,78,165,97,926,3984,79,1977
"2012",68,0,103,578,0,10,28,44,49,813,813,0,1955,2185,2,85,2688,2185,206,2688,2185,0,27006,25232,1774,1360,17107,7211,515,1210,15518,7178,513,150,1588,34,2,2871,12317,310,1277,5358,1683,11900,309,1277,5190,1188,417,0,0,169,948,406,1346,67,481,2,284,0,14,243,292,11666,88,4,1022,37,170,96,1068,4055,91,2243

© Crown Copyright

DMRJ,"GERD : R&D funded by research councils - Performed by government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRK,"GERD : R&D funded by Higher Education Funding Councils -Performed by government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRL,"GERD :R&D Funded by government - Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRM,"GERD :R&D Funded by research councils - Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRN,"GERD :Funded by Higher Education Funding Councils Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRO,"GERD :R&D Funded by higher education - Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRP,"GERD : R&D Funded by business enterprises - Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRQ,"GERD : R&D Funded by Private non profit - Performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRR,"GERD :R&D Funded by Overseas - Performed by Research Councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMRS,"GERD : Total R&D performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSC,"GERD : Total civil R&D performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSM,"GERD : Total defence R&D performed by research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSN,"GERD: R&D Funded by Research councils - Performed by Higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSO,"GERD:Funded by Higher Education Funding Councils - Performed by higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSP,"GERD:R&D Funded by research councils - Performed by business enterprise"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSQ,"GERD: R&D Funded by research councils - Performed by Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSR,"GERD: R&D Total Funding Research Councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSS,"GERD: R&D Total funding - Higher Education Funding Councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMST,"GERD:R&D Funded by research councils - Performed abroad"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSX,"GERD: R&D total funding -civil-research councils"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSY,"GERD: R&D total funded - civil - Higher Education Funding Council"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DMSZ,"GERD: R&D total funded - defence - Higher Education Funding Council"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBA,"Gross Expenditure on R&D (GERD): Total"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBB,"Gross Expenditure on R&D (GERD): civil - Total"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBC,"Gross Expenditure on R&D (GERD): Defence - Total"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBK,"Total GERD by sector of Performance: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBL,"Total GERD by sector of Performance: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBM,"Total GERD by sector of Performance: Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBN,"Total GERD by sector of Performance: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBO,"Civil GERD by sector of Performance: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBP,"Civil GERD by sector of Performance: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBQ,"Civil GERD by sector of Performance: Higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBR,"Civil GERD by sector of Performance: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBS,"Defence GERD by sector of Performance: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBT,"Defence GERD by sector of Performance: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBU,"Defence GERD by sector of Performance: Higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLBV,"Defence GERD by sector of Performance: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCA,"Total GERD by sector of Funding: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCB,"Total GERD by sector of Funding: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCC,"Total GERD by sector of Funding: Higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCD,"Total GERD by sector of Funding: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCE,"Total GERD by sector of Funding: Overseas"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCF,"Civil GERD by sector of Funding: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCG,"Civil GERD by sector of Funding: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCH,"Civil GERD by sector of Funding: Higher education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCI,"Civil GERD by sector of Funding: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCJ,"Civil GERD by sector of Funding: Overseas"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCK,"Defence GERD by sector of Funding: Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCL,"Defence GERD by sector of Funding: Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCM,"Defence GERD by sector of Funding: Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCN,"Defence GERD by sector of Funding: Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCO,"Defence GERD by sector of Funding: Overseas"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCU,"R&D Funded by Government Performed by Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCV,"R&D Funded by Government - Performed by Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCW,"R&D Funded by Government - Performed by Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCX,"R&D Funded by Government - Performed by Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCY,"R&D Funded by Government - Performed Abroad"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLCZ,"R&D Funded by Higher Education - Performed by Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDA,"R&D Funded by Higher Education - Performed by Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDB,"R&D Funded by Higher Education - Performed by Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDC,"R&D Funded by Higher Education - Performed by Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDD,"R&D Funded by Business - Performed by Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDE,"R&D Funded by Business - Performed by Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDF,"R&D Funded by Business - Performed by Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDG,"R&D Funded by Business - Performed by Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDH,"R&D Funded by Private non profit - Performed by Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDI,"R&D Funded by Private non profit - Performed by Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDJ,"R&D Funded by Private non profit - Performed by Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDK,"R&D Funded by Private non profit Performed by Private non"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDL,"R&D Funded from Overseas Performed by Government"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDM,"R&D Funded from Overseas - Performed by Higher Education"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDN,"R&D Funded from Overseas - Performed by Business"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
GLDO,"R&D Funded from Abroad - Performed by Private non profit"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LLAA,"GERD:R&D Funded by Busniess - Performed abroad"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
