,DS38,DS39,DS3A,DS3B,DS3G,DS3H,DS3I,DS3J,DS3K,DS3L,DS3M,DS3N,DS3O,DS3P,DS3Q,DS3R,DS3S,DS3T,DS3U,DS3V,DS3W,DS3Y,DS3Z,DS42,DS43,DS44,DS4E,DS4F,DS4G,DS4H,DS4I,DS4J,DS4K,DS4L,DS4M,DS4N,DS4O,DS4P,DS4Q,DS4R,DS4S,DS4T,DS4U,DS4V,DS4W,DS4X,DS55,DS56,DS57,DS58,DS5L,DS5M,DS5N,DS5O,DS6V,DS6W,DS6X,DS6Y,DS7H,DS7I,DS7J,DS7K,DS7T,DS7U,DS7V,DS7W,DS83,DS84,DS85,DS86,DS8B,DS8C,DS8D,DS8E,DS8J,DS8K,DS8L,DS8M,DS9Q,DS9R,DS9S,DS9T,DS9Y,DS9Z,DSA2,DSA3,DSD5,DSD7,DSD8,DSD9,DSE2,DSE3,DSE5,DSE6,DSE7,DSE8,DSE9,DSF2,DSF3,DSF4,DSF5,DSF6,DSF7,DSF8,DSF9,DSG2,DSG3,DSG4,DSG5,DSG6,DSG7,DSG8,DSG9,DSH2,DSH3,DSH4,DSH5,DSH6,DSH7,DSH8,DSI2,DSI3,DSI4,DSI5,NPEK,NPEL,NPEM,NPEN
"2007",5365,6074,5365,6074,6184,6907,6184,6906,-122,-137,-121,-137,1953,1870,1954,1871,24521,82474,127307,6446,133726,24522,82474,127308,6446,133727,20883,23288,20882,23288,23152,77748,119551,5808,-4,-5,-4,-5,2751,3110,2752,3110,187,206,186,206,793,903,793,902,1850,2094,1851,2094,5197,5234,5197,5233,13456,14358,13455,14359,15583,16013,15582,16014,3877,4115,3876,4115,17098,18722,17098,18722,7394,7804,7394,7803,4460,4806,4461,4806,1854,1883,1853,1883,125359,23152,77748,119552,5807,125358,5056,7654,4290,5056,7653,4289,4532,6899,3871,4532,6900,3870,21287,21287,18933,18934,12129,23561,5605,12129,23561,5604,11602,22230,5252,11601,22229,5252,23170,23168,20761,20762,146120,156813,146120,156809
"2008",5657,6024,5657,6024,5638,5910,5639,5910,16,18,17,18,2121,1961,2121,1961,23911,86462,132710,6246,138947,23911,86461,132710,6246,138949,21628,23108,21627,23108,23788,84070,129135,5876,210,229,208,231,2898,3134,2899,3133,197,211,198,209,464,502,464,502,1978,2142,1978,2141,4861,4742,4861,4742,16418,16895,16418,16895,18284,18119,18286,18119,4291,4355,4292,4354,17233,18405,17232,18404,8254,8503,8254,8502,6470,6691,6470,6691,3291,3240,3291,3239,135011,23788,84069,129136,5875,135010,4279,8265,4589,4279,8264,4590,4018,7777,4296,4017,7776,4297,20754,20754,19299,19299,12506,21230,5850,12506,21229,5849,12492,20576,5668,12492,20576,5669,23125,23126,21644,21645,156655,162024,156655,162020
"2009",5940,5961,5940,5960,4884,5162,4883,5161,11,11,11,12,1493,1405,1492,1407,22447,73152,115016,5543,120546,22447,73151,115015,5544,120547,17644,18077,17644,18077,22991,72652,114662,5432,-90,-99,-91,-98,2384,2409,2382,2409,149,152,148,152,455,456,456,457,1459,1488,1460,1489,2817,2730,2818,2730,16202,16116,16202,16115,15806,15611,15806,15612,3463,3390,3463,3391,15316,15635,15316,15635,6065,6094,6065,6094,7116,7324,7118,7324,2055,1994,2054,1994,120094,22993,72651,114662,5432,120094,3105,7263,3207,3104,7262,3208,3011,7033,3153,3010,7032,3154,16659,16658,16240,16240,11822,18267,4815,11823,18267,4815,12169,17983,4848,12168,17983,4847,18088,18088,17655,17655,137749,138653,137749,138649
"2010",5359,5577,5358,5577,5948,6196,5949,6195,4,4,4,4,1226,1229,1225,1229,22579,75996,119677,5219,124893,22580,75997,119678,5219,124892,18380,18821,18380,18821,22563,74619,117427,5092,-30,-31,-31,-30,2949,3016,2950,3016,180,184,181,184,438,443,439,444,1493,1532,1494,1532,3750,3788,3750,3789,16494,16706,16494,16705,18198,18369,18198,18369,3039,3090,3039,3090,14987,15298,14987,15298,7022,7134,7022,7135,7392,7594,7391,7593,2530,2554,2529,2552,122519,22563,74619,117427,5092,122519,3364,7417,2863,3364,7417,2863,3271,7238,2810,3270,7238,2809,17691,17692,17184,17184,11376,18565,3327,11375,18565,3328,11257,18162,3291,11257,18162,3291,18825,18824,18384,18384,140903,143734,140903,143730
"2011",5744,5744,5745,5745,9606,9605,9607,9606,4,4,4,5,1589,1588,1588,1588,29988,73629,126427,4757,131183,29987,73629,126426,4757,131182,21151,21150,21151,21151,29988,73629,126426,4757,157,158,158,157,2954,2955,2955,2954,245,245,246,245,610,610,610,610,2084,2082,2083,2083,3259,3259,3258,3258,19552,19551,19550,19551,11486,11487,11487,11487,3259,3259,3260,3259,15968,15969,15968,15968,8043,8041,8041,8041,7235,7234,7234,7234,2543,2542,2542,2542,131182,29988,73629,126426,4757,131183,3539,8383,3338,3537,8383,3337,3538,8382,3339,3538,8383,3337,19405,19405,19404,19405,14637,21704,3393,14636,21704,3394,14636,21705,3394,14636,21705,3392,21155,21155,21156,21155,152338,152338,152338,152338
"2012",6604,6406,6605,6406,12446,12098,12446,12098,9,9,9,9,1928,1863,1928,1863,34688,74131,131480,3946,135427,34688,74131,131482,3946,135428,23922,23302,23921,23301,35628,74935,133561,4025,147,148,147,148,2910,2829,2911,2828,265,258,266,258,730,704,731,704,2457,2394,2456,2394,3639,3566,3639,3567,19362,19096,19362,19096,10571,10385,10570,10386,3391,3335,3391,3336,15135,14948,15135,14948,9646,9556,9646,9555,7815,7744,7814,7745,2669,2618,2668,2617,137586,35627,74934,133562,4025,137587,3789,10280,3049,3789,10279,3050,3890,10540,3128,3891,10539,3128,21749,21749,21846,21846,16183,22189,3356,16183,22190,3355,16576,22288,3421,16576,22288,3420,23311,23311,23931,23930,161517,158738,161517,158738
"2013",7088,7256,7087,7256,12930,12277,12931,12275,11,11,11,11,2102,1948,2102,1947,35260,79450,137651,4206,141858,35259,79450,137651,4205,141859,24766,24499,24765,24499,36572,81292,141450,4466,183,186,184,186,3302,3245,3303,3245,364,357,362,358,616,600,617,600,2080,2061,2080,2060,3147,3034,3147,3034,20440,19908,20441,19907,13199,12661,13199,12660,3421,3295,3422,3295,16477,16075,16477,16075,7775,7659,7775,7659,8902,8746,8902,8745,2833,2730,2834,2731,145916,36572,81292,141451,4466,145915,4025,10960,3251,4026,10959,3252,4067,11044,3291,4067,11045,3291,22291,22290,22480,22480,15728,23806,4482,15729,23805,4482,16555,24025,4657,16554,24024,4657,24510,24510,24777,24778,170693,166368,170693,166368
"1997 Q1",1183,676,1017,675,403,1447,443,1563,106,132,112,103,475,541,504,591,3865,9477,16810,630,17424,3981,9190,16527,429,16956,5648,4754,5980,4944,3414,13207,20182,875,180,211,164,193,632,714,650,757,177,144,170,139,51,53,60,63,525,369,546,387,790,667,918,655,2771,2801,2749,2818,2719,2394,2650,2099,777,765,756,755,3878,2704,3515,2450,1124,947,1287,922,735,189,746,199,283,357,276,345,21057,3089,12992,19747,773,20520,571,1376,1230,719,1516,1292,951,2026,1286,1080,2144,1330,3755,4160,4993,5311,1898,1774,511,1744,1731,509,1829,2794,896,1629,2884,878,4664,5084,5754,6092,26612,30189,26811,29897
"1997 Q2",1104,578,1013,576,443,1788,450,1787,107,118,110,139,590,634,652,659,3734,9389,16560,396,16944,4088,9507,17172,469,17641,6388,5400,6568,5085,3065,13265,20058,694,144,167,158,160,755,822,805,839,160,121,157,125,53,54,61,65,579,387,609,406,1039,808,1032,795,2689,2630,3046,2853,2522,2136,2327,1970,758,767,783,770,3512,2338,3680,2423,1283,1100,1190,1089,733,178,662,194,254,309,279,309,20752,3302,13087,20466,732,21198,635,1736,1185,623,1797,1185,1036,2489,1316,1044,2526,1367,4188,4266,5654,5757,1517,2185,515,1724,2097,504,1518,3318,886,1838,3197,968,5129,5245,6495,6678,27876,30892,27247,30842
"1997 Q3",948,505,965,507,478,1673,475,1591,112,125,112,132,647,698,668,705,3796,9325,17099,419,17506,3891,9833,17541,477,18018,6497,5450,6704,5100,3259,13119,20873,672,187,225,177,208,796,848,800,816,145,108,148,103,63,66,64,66,645,499,653,489,1282,976,1347,960,3213,3002,3225,2959,1821,1434,2010,1670,778,862,774,832,3659,2516,3870,2632,1304,1092,1448,1109,604,155,551,125,254,291,250,288,21545,3334,13516,21422,703,22125,649,1681,1250,659,1678,1248,1033,2406,1409,1074,2489,1475,4212,4187,5663,5859,1760,2433,674,1793,2374,659,1833,3526,1172,1894,3452,1160,5278,5252,6609,6816,28941,32906,28154,32152
"1997 Q4",721,403,961,408,483,1494,439,1473,108,120,99,112,800,878,687,754,3810,10853,18848,420,19260,3867,10920,18401,460,18861,7322,6345,6604,5208,3372,14485,22468,746,144,192,156,183,927,969,855,881,188,151,195,152,86,95,68,70,690,576,632,530,885,676,698,666,3726,3509,3380,3122,2104,1643,2179,1700,1092,1331,1091,1264,4061,2934,4045,2730,1763,1569,1549,1464,489,199,601,186,312,313,299,296,23214,3386,14481,21945,779,22724,882,1887,1398,690,1582,1259,1280,2608,1543,1102,2369,1383,4966,4271,6378,5761,2067,2362,725,1986,2343,692,2168,3383,1281,1986,3489,1229,6192,5341,7430,6703,29427,33661,30644,34757
"1998 Q1",954,1184,831,1030,325,407,363,442,109,189,106,189,673,978,738,1014,4078,15652,25361,1701,26966,3888,15069,24936,1429,26224,6457,7141,6851,7629,3620,14721,22422,1005,178,179,170,176,786,848,822,886,166,168,163,164,52,58,62,67,618,665,646,693,1093,1471,1082,1490,2988,4205,3028,4304,2656,3006,2417,2793,932,1102,927,1100,4082,4050,3784,3770,1638,1763,1697,1733,523,526,554,572,99,107,101,137,23426,3340,14287,21737,821,22558,1185,2789,1431,1341,2892,1506,1033,2442,1361,1163,2556,1439,6045,6451,5607,5943,2532,4007,1085,2401,4122,1037,2341,3804,986,2146,3827,980,7291,7761,6567,6957,29515,33640,29993,34232
"1998 Q2",1022,1272,917,1157,322,481,317,459,90,159,100,184,618,899,655,1006,3516,15446,25017,1086,26202,3788,15018,25152,1257,26623,6562,7277,6746,7631,3049,14322,21816,641,159,168,168,176,746,805,782,843,169,172,164,170,47,52,53,60,620,668,651,702,1257,1709,1380,1944,3188,4519,3487,5030,2322,2706,2276,2664,942,1117,957,1136,3724,3724,3842,3855,1565,1721,1648,1981,612,614,527,523,223,236,240,230,22456,3283,14437,22587,735,23321,1365,2672,1544,1419,2900,1607,1184,2334,1462,1198,2406,1492,6245,6512,5785,5923,1847,4204,1122,2223,4242,1151,1706,3918,1015,2048,3864,1083,7408,7789,6653,6847,30168,34690,29109,33596
"1998 Q3",901,1127,912,1140,303,488,301,500,120,207,119,202,741,1061,753,1085,3483,15521,25632,1130,26858,3467,16322,26425,1189,27886,6534,7325,6703,7458,2994,14410,22349,679,180,190,170,186,829,902,827,889,214,222,217,216,60,67,60,67,689,747,695,754,1359,1825,1411,1900,3586,5126,3594,5133,2347,2667,2560,2878,1021,1204,1011,1189,3744,3779,3955,3972,1117,1211,1252,1368,626,639,558,546,274,290,270,279,23028,3043,14799,22847,730,23577,1362,2565,1452,1405,2607,1507,1168,2221,1353,1208,2291,1405,6130,6249,5612,5780,1936,4537,1185,1905,4458,1240,1790,4215,1067,1830,4138,1054,7487,7623,6654,6822,30399,35074,29682,34327
"1998 Q4",657,827,873,1082,364,590,333,566,136,228,130,208,771,1085,657,919,3507,17526,28541,1256,29904,3442,17735,28038,1299,29197,7366,8305,6620,7330,2980,16313,24862,777,149,157,158,157,841,921,771,857,174,181,180,192,75,84,59,68,782,850,715,781,1617,2179,1454,1850,3951,5697,3603,5079,2946,3341,3018,3384,1124,1320,1125,1319,4043,4105,4011,4062,2254,2405,1977,2017,483,503,605,640,301,317,286,304,25638,2978,16242,24277,816,25093,1610,2973,1690,1357,2601,1497,1370,2555,1569,1186,2298,1411,7098,6305,6446,5804,2129,4268,1316,1914,4194,1279,1959,3975,1187,1771,4083,1137,8484,7497,7503,6750,31843,37129,33141,38374
"1999 Q1",954,1196,829,1046,244,418,268,451,161,271,152,270,640,908,702,1014,4008,17992,28479,828,29541,3770,17959,28166,665,28955,6123,6878,6490,7370,3435,16619,24826,680,168,175,161,171,820,894,849,920,181,189,177,186,57,63,66,72,649,707,669,735,1035,1401,1100,1411,3738,5179,3766,5285,2917,3333,2711,3422,1129,1329,1122,1328,4741,4822,4397,4419,1502,1638,1572,1849,652,670,693,728,401,443,400,469,25506,3154,16172,24192,575,24767,1152,2384,1472,1358,2547,1557,986,2056,1374,1129,2158,1442,5846,6245,5315,5627,2423,4385,1349,2254,4511,1304,2237,4059,1218,2057,4081,1195,7082,7561,6284,6642,31409,36058,31790,36569
"1999 Q2",870,1091,793,1006,261,430,251,403,93,155,104,178,588,832,622,863,3363,16990,26042,968,27160,3696,15986,26141,1072,27461,6168,6904,6381,7239,2882,15770,22818,645,142,148,151,157,805,875,848,926,165,171,164,170,73,81,84,92,525,570,553,594,886,1198,944,1431,3280,4482,3592,4990,2588,2953,2502,2628,1144,1344,1160,1365,4386,4427,4537,4667,1478,1607,1499,1551,580,596,484,494,358,389,369,382,23463,3169,15822,23527,678,24205,1304,2503,1403,1316,2642,1466,1117,2167,1316,1121,2255,1358,5956,6199,5438,5609,1899,4383,1279,2327,4422,1301,1752,4077,1159,2124,4046,1226,7030,7390,6261,6485,30690,35144,29724,34156
"1999 Q3",750,933,771,957,242,344,243,351,118,192,122,188,582,802,596,823,3767,17752,27470,1414,28922,3713,18623,28182,1456,29883,6272,7034,6436,7163,3300,16541,24241,944,160,169,151,164,815,887,813,874,136,141,136,137,76,84,77,84,537,583,541,585,705,916,750,984,3695,5050,3710,5050,2625,2976,2870,3197,1233,1427,1220,1408,4850,4887,5125,5147,1348,1449,1480,1597,651,671,569,575,541,586,540,577,25185,3343,17034,24837,1005,25843,1337,2578,1431,1382,2618,1486,1145,2226,1337,1187,2287,1396,6065,6176,5529,5689,2477,4359,1356,2446,4277,1421,2308,4054,1240,2329,3994,1235,7186,7317,6390,6557,32400,36772,31575,36062
"1999 Q4",559,695,739,907,266,342,251,329,134,218,129,200,758,1047,649,890,3319,16939,25950,1344,27326,3277,17105,25452,1361,26650,7298,8187,6553,7231,2934,15762,22899,905,312,333,319,334,824,897,753,832,119,123,123,131,96,106,76,85,579,629,528,575,190,221,22,-89,4013,5522,3658,4909,2261,2573,2307,2587,1187,1374,1191,1373,4597,4630,4514,4532,1760,1906,1536,1604,377,400,514,541,527,567,517,556,23804,2885,15663,22229,915,23144,1729,2905,1809,1465,2565,1606,1483,2510,1688,1294,2259,1520,6830,6077,6227,5585,2266,3977,1481,2038,3893,1438,2109,3702,1351,1895,3771,1312,8359,7390,7432,6682,29826,34507,31236,35690
"2000 Q1",846,1046,722,902,206,256,222,274,109,173,104,171,581,786,643,838,3490,18677,28387,1516,29959,3343,18866,28248,1233,29625,5855,6669,6220,7165,3064,17246,25004,1074,156,169,150,164,723,799,763,844,121,128,119,127,56,63,66,74,511,563,531,588,1178,1499,1059,1491,3516,4704,3539,4816,2838,3240,2716,3227,1164,1341,1156,1341,5102,5225,4732,4888,1455,1584,1551,1793,543,570,613,653,429,466,428,485,26078,2851,16890,24340,862,25201,1215,2416,1482,1392,2527,1566,1029,2060,1355,1157,2147,1436,5713,6099,5117,5427,2182,4640,1566,2064,4791,1524,2012,4293,1421,1907,4320,1373,6807,7287,5964,6325,31526,36324,32042,36711
"2000 Q2",816,1002,740,919,208,249,193,230,115,180,130,198,562,746,593,811,2737,21172,29362,1286,30762,2967,19978,29368,1445,30842,5770,6547,6001,6852,2430,19625,25998,913,157,169,166,179,678,751,712,784,117,124,118,125,53,60,62,69,555,609,583,635,889,1077,1113,1308,3054,4036,3391,4537,3092,3521,2928,3260,1091,1245,1104,1262,7304,7466,7564,7728,1567,1695,1554,1615,582,603,459,478,406,435,415,430,26911,2656,19649,26809,1040,27849,1317,2212,1471,1342,2386,1529,1117,1897,1352,1130,2015,1381,5613,5851,5051,5243,1521,4607,1411,1869,4631,1431,1405,4299,1285,1722,4268,1357,6689,7017,5885,6131,33980,38331,32796,37389
"2000 Q3",759,917,773,932,197,227,200,233,118,183,118,181,554,732,565,752,3035,17989,27123,1345,28543,2961,18840,27730,1424,29444,6114,6840,6249,6939,2722,16825,24257,956,133,145,125,139,724,788,725,779,94,98,92,94,61,68,62,68,551,599,555,600,1398,1734,1431,1780,3312,4355,3325,4354,2715,3070,2930,3286,1013,1152,1001,1135,4446,4490,4684,4734,1574,1693,1729,1864,570,592,478,494,380,404,381,400,25213,2761,17300,24816,1016,25833,1238,2596,1460,1263,2627,1499,1065,2254,1364,1096,2309,1409,5972,6066,5427,5558,1889,4960,1606,1887,4890,1684,1766,4650,1477,1787,4609,1489,6985,7089,6232,6366,32199,36244,31445,35485
"2000 Q4",648,767,834,979,218,248,214,242,125,191,116,177,701,912,597,774,3419,19447,29453,1337,30895,3410,19601,28980,1382,30248,6959,7656,6228,6757,3119,18345,26612,960,146,159,151,161,822,876,748,807,91,94,93,98,94,101,74,80,586,625,533,573,1496,1800,1358,1531,3652,4780,3279,4168,3110,3477,3181,3534,922,1031,930,1032,4975,4973,4847,4805,2154,2300,1915,2001,423,450,567,590,389,411,381,401,27572,3067,18202,25906,984,26890,1483,2935,1561,1256,2619,1380,1302,2588,1477,1130,2328,1322,6653,5935,6112,5479,2363,5294,1478,2135,5188,1422,2253,4998,1374,2019,5043,1337,7809,6897,7084,6344,33234,37353,34656,38663
"2001 Q1",1001,1190,851,1018,220,241,232,258,147,222,137,217,409,525,452,599,3137,18565,27499,2150,29574,2970,18964,27560,1809,29461,5540,6198,5904,6682,2866,17464,24924,1560,121,134,116,128,658,716,705,759,93,96,92,96,82,90,96,105,485,526,508,552,1530,1806,1407,1778,3064,3867,3089,3989,2709,3047,2677,3302,896,997,892,999,5308,5330,4986,4975,1497,1598,1620,1817,597,623,714,752,335,353,332,361,26484,2677,17346,24519,1258,25776,1085,2445,1249,1254,2590,1324,938,2124,1161,1059,2212,1231,5483,5857,5010,5336,1733,5101,1425,1665,5286,1392,1644,4802,1320,1594,4867,1258,6369,6843,5687,6042,31818,35560,32171,35890
"2001 Q2",955,1130,875,1046,181,210,159,191,97,147,110,161,406,517,422,512,2655,20347,27650,1379,29103,2863,19198,27556,1565,29057,5705,6325,5925,6589,2423,19112,25034,1008,110,123,118,133,682,736,707,773,94,98,95,99,78,86,89,98,514,553,537,574,738,823,966,1051,2761,3472,3114,3966,4114,4680,3833,4092,814,903,816,910,4644,4658,4836,4938,2094,2217,2024,2076,937,965,778,811,319,336,326,334,26042,2590,18831,25501,1181,26682,1270,2365,1231,1264,2487,1276,1108,2075,1155,1115,2209,1173,5672,5905,5189,5385,1353,5270,1342,1642,5269,1361,1286,4944,1248,1555,4895,1324,6443,6723,5802,6035,32717,36362,31844,35494
