,DS38,DS39,DS3A,DS3B,DS3G,DS3H,DS3I,DS3J,DS3K,DS3L,DS3M,DS3N,DS3O,DS3P,DS3Q,DS3R,DS3S,DS3T,DS3U,DS3V,DS3W,DS3Y,DS3Z,DS42,DS43,DS44,DS4E,DS4F,DS4G,DS4H,DS4I,DS4J,DS4K,DS4L,DS4M,DS4N,DS4O,DS4P,DS4Q,DS4R,DS4S,DS4T,DS4U,DS4V,DS4W,DS4X,DS55,DS56,DS57,DS58,DS5L,DS5M,DS5N,DS5O,DS6V,DS6W,DS6X,DS6Y,DS7H,DS7I,DS7J,DS7K,DS7T,DS7U,DS7V,DS7W,DS83,DS84,DS85,DS86,DS8B,DS8C,DS8D,DS8E,DS8J,DS8K,DS8L,DS8M,DS9Q,DS9R,DS9S,DS9T,DS9Y,DS9Z,DSA2,DSA3,DSD5,DSD7,DSD8,DSD9,DSE2,DSE3,DSE5,DSE6,DSE7,DSE8,DSE9,DSF2,DSF3,DSF4,DSF5,DSF6,DSF7,DSF8,DSF9,DSG2,DSG3,DSG4,DSG5,DSG6,DSG7,DSG8,DSG9,DSH2,DSH3,DSH4,DSH5,DSH6,DSH7,DSH8,DSI2,DSI3,DSI4,DSI5,NPEK,NPEL,NPEM,NPEN
"1997",3956,2162,3956,2166,1807,6402,1807,6414,433,495,433,486,2512,2751,2511,2709,15205,39044,69317,1865,71134,15827,39450,69641,1835,71476,25855,21949,25856,20337,13110,54076,83581,2987,655,795,655,744,3110,3353,3110,3293,670,524,670,519,253,268,253,264,2439,1831,2440,1812,3996,3127,3995,3076,12399,11942,12400,11752,9166,7607,9166,7439,3405,3725,3404,3621,15110,10492,15110,10235,5474,4708,5474,4584,2561,721,2560,704,1103,1270,1104,1238,86568,13111,54076,83580,2987,86567,2737,6680,5063,2691,6573,4984,4300,9529,5554,4300,9528,5555,17121,16884,22688,22688,7242,8754,2425,7247,8545,2364,7348,13021,4235,7347,13022,4235,21263,20922,26288,26289,112856,127648,112856,127648
"1998",3534,4410,3533,4409,1314,1966,1314,1967,455,783,455,783,2803,4023,2803,4024,14584,64145,104551,5173,109930,14585,64144,104551,5174,109930,26919,30048,26920,30048,12643,59766,91449,3102,666,694,666,695,3202,3476,3202,3475,723,743,724,742,234,261,234,262,2709,2930,2707,2930,5326,7184,5327,7184,13713,19547,13712,19546,10271,11720,10271,11719,4019,4743,4020,4744,15593,15658,15592,15659,6574,7100,6574,7099,2244,2282,2244,2281,897,950,897,950,94548,12644,59765,91448,3102,94549,5522,10999,6117,5522,11000,6117,4755,9552,5745,4755,9551,5747,25518,25517,23450,23450,8444,17016,4708,8443,17016,4707,7796,15912,4255,7795,15912,4254,30670,30670,27377,27376,121925,140533,121925,140529
"1999",3133,3915,3132,3916,1013,1534,1013,1534,506,836,507,836,2568,3589,2569,3590,14457,69673,107941,4554,112949,14456,69673,107941,4554,112949,25861,29003,25860,29003,12551,64692,94784,3174,782,825,782,826,3264,3553,3263,3552,601,624,600,624,302,334,303,333,2290,2489,2291,2489,2816,3736,2816,3737,14726,20233,14726,20234,10391,11835,10390,11834,4693,5474,4693,5474,18574,18766,18573,18765,6088,6600,6087,6601,2260,2337,2260,2338,1827,1985,1826,1984,97958,12551,64691,94785,3173,97959,5522,10370,6115,5521,10372,6115,4731,8959,5715,4731,8959,5716,24697,24697,22509,22510,9065,17104,5465,9065,17103,5464,8406,15892,4968,8405,15892,4968,29657,29658,26367,26366,124325,142481,124325,142477
"2000",3069,3732,3069,3732,829,980,829,979,467,727,468,727,2398,3176,2398,3175,12681,77285,114325,5484,120159,12681,77285,114326,5484,120159,24698,27712,24698,27713,11335,72041,101871,3903,592,642,592,643,2947,3214,2948,3214,423,444,422,444,264,292,264,291,2203,2396,2202,2396,4961,6110,4961,6110,13534,17875,13534,17875,11755,13308,11755,13307,4190,4769,4191,4770,21827,22154,21827,22155,6750,7272,6749,7273,2118,2215,2117,2215,1604,1716,1605,1716,105774,11335,72041,101871,3902,105773,5253,10159,5974,5253,10159,5974,4513,8799,5548,4513,8799,5548,23951,23951,21707,21707,7955,19501,6061,7955,19500,6061,7436,18240,5557,7435,18240,5556,28290,28290,25165,25166,130939,148252,130939,148248
"2001",3571,4255,3570,4256,1181,1444,1181,1445,435,648,433,647,1664,2099,1664,2099,12575,74704,108230,6220,114583,12575,74705,108230,6220,114583,23014,25535,23014,25534,11371,70415,98317,4583,472,528,472,529,2862,3094,2862,3094,373,388,373,387,368,403,368,403,1994,2148,1995,2148,3728,4156,3729,4157,12803,16095,12802,16096,11869,13406,11868,13406,3412,3778,3413,3777,19177,19224,19177,19225,7418,7839,7418,7840,2918,3023,2917,3023,1134,1182,1134,1181,102901,11370,70415,98317,4585,102900,4833,9704,5010,4835,9704,5010,4217,8506,4695,4216,8507,4695,22813,22814,20878,20878,6970,20693,5361,6971,20693,5361,6617,19500,4989,6617,19501,4989,26050,26050,23448,23449,126349,140440,126349,140436
"2002",3710,4439,3711,4439,5331,6485,5330,6484,379,522,379,522,1341,1585,1342,1586,17292,71416,110215,6978,117214,17293,71417,110216,6978,117213,20103,22482,20103,22483,15637,67588,100778,5468,325,362,324,362,2531,2784,2531,2783,373,393,374,393,308,343,307,343,1871,2045,1872,2044,4548,4989,4546,4990,13005,15959,13004,15959,14300,15803,14299,15804,3065,3361,3065,3361,16861,17077,16862,17076,6902,7280,6901,7281,3061,3166,3062,3167,1161,1208,1161,1208,106246,15638,67588,100778,5468,106246,4175,8038,4710,4176,8038,4710,3626,7035,4360,3624,7035,4360,20420,20420,18437,18438,6971,18649,4915,6972,18651,4915,6597,17644,4594,6597,17645,4595,22900,22900,20482,20482,126728,139910,126728,139906
"2003",3771,4568,3771,4568,4624,5783,4624,5783,328,438,327,438,1364,1559,1364,1559,17573,68994,110425,9254,119398,17572,68994,110425,9255,119398,19280,22068,19279,22068,15482,64461,99565,7414,469,514,470,514,2622,2982,2623,2982,309,339,309,337,400,457,399,458,1834,2075,1836,2075,3533,3862,3532,3862,16089,19966,16089,19967,14840,16174,14841,16175,2807,3148,2806,3149,14752,15494,14753,15495,5994,6434,5993,6434,2878,3023,2878,3025,1266,1342,1266,1343,106981,15483,64462,99566,7415,106980,4174,7357,4675,4174,7357,4676,3565,6349,4201,3564,6349,4200,19884,19884,17446,17445,7732,18572,4930,7732,18572,4930,7088,17404,4521,7087,17403,4520,22418,22418,19606,19607,126587,141619,126587,141615
"2004",4129,5022,4129,5022,4181,5326,4182,5325,282,369,283,369,1332,1480,1332,1479,16750,67617,110851,8599,119240,16751,67617,110851,8599,119239,18836,21763,18836,21763,14579,62812,99382,7084,295,329,295,329,2352,2721,2353,2721,232,258,232,258,300,350,300,350,1922,2220,1923,2220,4097,4486,4098,4487,17893,22226,17893,22227,14023,15216,14022,15215,2759,3121,2759,3122,16346,17373,16346,17371,5732,6175,5731,6175,2621,2778,2622,2779,1281,1365,1282,1364,106466,14579,62813,99382,7083,106466,4497,7311,4414,4497,7311,4414,3829,6294,3906,3830,6295,3906,19858,19857,17208,17209,6931,16265,5413,6933,16265,5414,6267,15112,4940,6268,15112,4940,22055,22055,19118,19118,125584,141105,125584,141101
"2005",3982,4698,3981,4699,4796,5689,4796,5690,15387,20360,15387,20360,1323,1396,1323,1396,18535,69391,109204,6967,116077,18535,69390,109203,6966,116076,20103,22808,20103,22808,16679,64514,99235,6055,359,387,358,387,2624,3024,2624,3026,216,241,215,241,250,289,249,288,2319,2548,2319,2547,4050,4319,4050,4319,13995,16604,13994,16605,12354,13194,12355,13194,2388,2660,2387,2659,16465,17790,16464,17790,7630,8097,7630,8098,2002,2229,2002,2229,1298,1365,1298,1365,105290,16679,64513,99235,6055,105290,4546,7653,4515,4545,7653,4517,3971,6702,4021,3971,6703,4020,20920,20920,18422,18422,8629,18972,5134,8629,18972,5134,7901,17669,4709,7901,17669,4707,40467,40468,35490,35490,140780,155863,140780,155859
"2006",4078,4666,4077,4667,5803,6563,5804,6564,-344,-421,-344,-421,1562,1547,1561,1546,20803,75120,116804,6683,123428,20802,75120,116804,6683,123428,19650,22031,19650,22031,19439,70594,108566,5943,-7,-9,-8,-8,2537,2862,2537,2861,224,249,225,247,283,320,282,321,1826,2055,1825,2055,4789,4908,4788,4909,13745,15413,13746,15413,14524,15128,14524,15127,2541,2717,2542,2717,17883,19425,17884,19427,6532,6895,6531,6895,3565,3891,3565,3891,1286,1319,1288,1319,114508,19439,70593,108566,5943,114508,4865,7641,4055,4864,7642,4056,4312,6811,3659,4313,6811,3659,20393,20393,18097,18095,10081,20754,5059,10081,20755,5060,9558,19526,4734,9558,19526,4735,21659,21659,19307,19307,133815,145003,133815,144999
